id,Name,Description,Description_EN,Level,BeginnerTime,BeginnerCount,TargetMuscle,TargetMuscle_EN,MET,Part,Equipment,BasicCount,IntermediateCount,AdvancedCount,CaloriesPerRep,UpperCalibration,TargetDevice,LowerCalibration,exCategory,Multiply,Side,Type,AnimationFile,ClipSource,ImageFile
506,자벌레,"자벌레 운동은 전신을 사용하는 복합 운동으로, 주로 복부와 코어 근육을 강화하는 데 효과적입니다. 시작 위치에서 손과 발을 바닥에 대고 몸을 일직선으로 유지한 채로, 손을 앞으로 움직이며 전신을 앞으로 이동시키는 동작을 반복합니다.","The inchworm exercise is a full-body compound movement that primarily targets the abdominal and core muscles. Starting with hands and feet on the ground, keeping the body in a straight line, you move your hands forward, walking your body along with them in a repeating motion.",Normal,60,10,"[""복직근"", ""복횡근"", ""척추기립근""]","[""Abs"", ""Core"", ""Lower Back""]",3.5,"[""코어""]",1,15,20,30,0.21,,,,3,1,0,상체,,https://youtu.be/ED6KrZ1-HKE,
507,점핑잭,"점핑잭은 전신을 활용하는 유산소 운동으로, 팔과 다리를 동시에 벌리면서 뛰는 동작을 반복합니다. 이 운동은 심폐 기능 향상과 칼로리 소모에 효과적입니다.",Jumping jacks are a full-body aerobic exercise that involves jumping with the spread of arms and legs simultaneously. This exercise is effective for improving cardiovascular fitness and burning calories.,Easy,30,30,"[""삼각근"", ""대퇴사두근"", ""복직근""]","[""Shoulders"", ""Quads"", ""Abs""]",8,"[""어깨"", ""하체"", ""코어""]",1,50,100,150,0.49,,,,3,1,0,둘다,,https://www.youtube.com/watch?v=CTACbUBPRDI,
508,점핑잭 층간 소음없이,"점핑잭은 전신을 사용하는 유산소 운동으로, 팔과 다리를 동시에 움직이면서 심박수를 높입니다. 층간 소음 없는 버전은 점프 시 발을 바닥에 착지할 때 소리를 최소화하기 위해 부드럽게 착지하는 기술을 사용합니다.",Jumping jacks are a full-body aerobic exercise that involves moving the arms and legs simultaneously to increase heart rate. The noise-reduced version employs a technique to softly land during jumps to minimize noise for floor impact.,Easy,30,20,"[""대퇴사두근"", ""대둔근"", ""복직근""]","[""Quads"", ""Glutes"", ""Abs""]",8,"[""하체"", ""코어""]",1,30,40,60,0.49,,,,3,1,0,둘다,,https://www.youtube.com/watch?v=CTACbUBPRDI,
509,종아리 들기,종아리 들기는 발뒤꿈치를 들어 올리면서 종아리 근육을 수축시키는 운동입니다. 이 운동은 균형 감각과 하체의 힘을 향상시키는 데 도움이 됩니다.,Calf raises involve lifting the heels off the ground and contracting the calf muscles. This exercise helps improve balance and strength in the lower body.,Easy,60,15,"[""전경골근"", ""완요골근"", ""대퇴이두근""]","[""Shins"", ""Brachioradialis"", ""Hamstrings""]",3.5,"[""하체""]",1,20,30,45,0.21,,,,3,1,0,하체,,https://youtu.be/5rWRie6jLc8,
510,줄넘기 없이 줄넘기,"줄넘기 없이 줄넘기 운동은 실제 줄넘기를 사용하지 않고 줄넘기 동작을 모방하는 운동입니다. 이 운동은 발목과 다리의 조정력을 향상시키며, 심폐 지구력과 발목의 유연성을 증가시킵니다.","The 'Jump Rope without a Rope' exercise mimics the motion of jumping rope without using an actual rope. This exercise improves coordination in the ankles and legs, as well as enhances cardiovascular endurance and ankle flexibility.",Easy,60,100,"[""대퇴사두근"", ""대퇴이두근"", ""복직근""]","[""Quads"", ""Hamstrings"", ""Abs""]",8,"[""하체"", ""코어""]",1,120,150,180,0.49,,,,3,1,0,둘다,,https://www.youtube.com/watch?v=CTACbUBPRDI,
511,크런치,크런치는 복부 근육을 강화하는 기본적인 운동입니다. 등을 바닥에 대고 무릎을 구부린 상태에서 상체를 들어 올리며 복근을 수축시킵니다. 이 운동은 복부의 근력을 향상시키고 코어 안정성을 높이는 데 도움이 됩니다.,"Crunches are a fundamental exercise to strengthen the abdominal muscles. Lying on your back with knees bent, you lift your upper body, contracting the abs. This exercise enhances abdominal strength and improves core stability.",Easy,60,15,"[""복직근"", ""외복사근"", ""내복사근""]","[""Abs"", ""Obliques"", ""Obliques""]",3.8,"[""코어""]",1,20,30,45,0.23,,,,3,1,0,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
512,크로스 오버 토터치,크로스 오버 토터치는 서서 한 손으로 반대쪽 발의 발끝을 터치하는 동작을 반복하는 운동입니다. 이 운동은 코어와 하체의 유연성 및 균형 능력을 향상시키는 데 도움이 됩니다.,The Cross Over Toe Touch involves standing and repeatedly touching the toe of the opposite foot with one hand. This exercise helps improve core and lower body flexibility and balance.,Normal,30,10,"[""복직근"", ""외복사근"", ""대퇴사두근""]","[""Abs"", ""Obliques"", ""Quads""]",3.5,"[""코어"", ""하체""]",1,15,20,30,0.21,,,,3,1,0,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
513,풀 플랭크,풀 플랭크는 전신의 근력과 안정성을 향상시키는 운동입니다. 팔과 발끝으로 몸을 지탱하며 몸 전체를 일직선으로 유지합니다. 이 자세를 유지하면서 복부와 코어 근육을 강화할 수 있습니다.,"The full plank is an exercise that enhances overall strength and stability. It involves supporting the body on the arms and toes, keeping it in a straight line. This position helps strengthen the abdominal and core muscles.",Normal,20,1,"[""복직근"", ""복횡근"", ""척추기립근""]","[""Abs"", ""Core"", ""Lower Back""]",3.5,"[""코어""]",1,30,45,60,0.21,,,,3,1,0,하체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
514,보트 리프트,"보트 리프트는 복부 근육을 강화하는 운동으로, 바닥에 앉아 다리를 들고 상체를 뒤로 젖히면서 균형을 잡는 동작입니다. 이 운동은 복부의 안정성과 근력을 향상시키는 데 도움이 됩니다.","The Boat Lift exercise is designed to strengthen the abdominal muscles. It involves sitting on the floor, lifting the legs, and leaning the torso back to balance. This exercise helps improve core stability and strength.",Normal,30,10,"[""복직근"", ""복횡근"", ""내복사근""]","[""Abs"", ""Core"", ""Obliques""]",3.5,"[""코어""]",1,15,20,30,0.21,,,,3,1,0,둘다,,https://www.youtube.com/watch?v=CTACbUBPRDI,
515,버터플라이,"버터플라이 운동은 가슴 근육의 발달을 돕는 운동으로, 특히 가슴의 중앙 부분을 집중적으로 자극합니다. 이 운동은 기구를 사용하여 양팔을 앞으로 모으는 동작을 반복함으로써 대흉근을 강화시키는 데 효과적입니다.","The butterfly exercise is designed to develop the chest muscles, focusing particularly on the central part of the chest. It involves using a machine to bring the arms together in front of the body, effectively strengthening the pectoralis major.",Normal,30,12,"[""대흉근"", ""전방 삼각근"", ""삼두근""]","[""Chest"", ""Front Delts"", ""Triceps""]",4,"[""가슴""]",3,15,20,25,0.25,,,,3,1,0,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
516,락킹 리프트,"락킹 리프트는 특정 근육을 집중적으로 자극하는 운동이 아니며, 제공된 정보에 따라 정확한 운동 설명을 제공할 수 없습니다.","Rocking Lift is not a specific muscle-targeting exercise, and accurate exercise description cannot be provided based on the provided information.",Normal,0,0,"[""대퇴사두근"", ""대둔근"", ""복직근""]","[""Quads"", ""Glutes"", ""Abs""]",0,"[""하체"", ""힙"", ""코어""]",1,0,0,0,0,,,,3,1,0,둘다,,https://www.youtube.com/watch?v=CTACbUBPRDI,
517,견갑골 푸쉬업,견갑골 푸쉬업은 견갑골의 안정성과 이동성을 향상시키기 위한 운동입니다. 이 운동은 견갑골을 의도적으로 상하로 움직이게 하여 견갑골 주변 근육을 강화합니다.,Scapular push-ups are designed to improve the stability and mobility of the scapula. This exercise involves intentional upward and downward movements of the scapula to strengthen the muscles around it.,Normal,60,12,"[""광배근"", ""승모근"", ""삼각근""]","[""Lats"", ""Traps"", ""Shoulders""]",3.5,"[""어깨"", ""등""]",1,15,20,30,0.21,,,,3,1,0,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
518,TY레이즈,TY레이즈는 어깨의 후방과 상부 근육을 강화하는 운동입니다. 이 운동은 어깨의 안정성과 근력을 향상시키는 데 도움이 됩니다.,The TY Raise is an exercise that strengthens the posterior and upper muscles of the shoulders. It helps improve shoulder stability and strength.,Normal,30,8,"[""삼각근"", ""승모근"", ""후방 삼각근""]","[""Shoulders"", ""Traps"", ""Rear Delts""]",3.5,"[""어깨""]",2,10,12,15,0.21,,,,3,1,0,상체,,https://youtu.be/Pya9BvipDR4,
519,맨몸 프론트 레터럴 레이즈,맨몸 프론트 레터럴 레이즈는 어깨의 전면과 측면을 강화하는 운동입니다. 팔을 몸통 측면에서 앞으로 들어 올리면서 어깨 근육을 집중적으로 사용합니다.,"The bodyweight front lateral raise primarily strengthens the front and side of the shoulders. It involves lifting the arms from the sides of the torso to the front, focusing on the shoulder muscles.",Normal,30,10,"[""전방 삼각근"", ""삼각근"", ""승모근""]","[""Front Delts"", ""Shoulders"", ""Traps""]",4,"[""어깨""]",1,12,15,20,0.25,,,,3,1,0,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
520,맨몸 사이드 레터럴 레이즈,맨몸 사이드 레터럴 레이즈는 어깨의 측면을 강화하는 운동입니다. 팔을 옆으로 들어 올리면서 어깨의 외측 부분에 집중적으로 자극을 줍니다. 이 운동은 어깨의 안정성과 근력을 향상시키는 데 도움이 됩니다.,"The bodyweight side lateral raise primarily targets the lateral aspect of the shoulders. By lifting the arms to the side, it focuses on strengthening the outer shoulder muscles, enhancing shoulder stability and strength.",Normal,30,12,"[""삼각근"", ""승모근"", ""외복사근""]","[""Shoulders"", ""Traps"", ""Obliques""]",3.5,"[""어깨"", ""코어""]",1,15,20,25,0.21,,,,3,1,0,상체,,https://youtu.be/xTN2XhkqnbE,
521,힌두 푸쉬업,"힌두 푸쉬업은 전통적인 푸쉬업의 변형으로, 몸을 물결치듯 움직이며 가슴, 어깨, 삼각근을 강화하는 운동입니다. 시작 위치는 엉덩이를 높게 들어올린 다운 독 포즈이며, 몸을 앞으로 굽히면서 가슴을 바닥 가까이 내리고 다시 시작 위치로 돌아갑니다.","The Hindu push-up is a variation of the traditional push-up that involves a wave-like motion to strengthen the chest, shoulders, and triceps. Starting in a downward dog pose with hips raised, you bend forward lowering your chest near the ground and then return to the starting position.",Hard,60,10,"[""대흉근"", ""삼각근"", ""상완 삼두근""]","[""Chest"", ""Shoulders"", ""Triceps""]",8,"[""가슴"", ""어깨"", ""팔""]",1,15,20,30,0.49,,,,3,1,0,상체,,https://youtu.be/jZKYssdrjlk,
522,더블 크런치,"더블 크런치는 복부 근육을 집중적으로 자극하는 운동으로, 누워서 무릎을 구부리고 상체와 하체를 동시에 들어 올리면서 복부에 힘을 주는 동작입니다. 이 운동은 복부의 근력을 강화하고 코어 안정성을 향상시키는 데 효과적입니다.","The double crunch is an exercise that intensely targets the abdominal muscles. It involves lying down, bending the knees, and simultaneously lifting both the upper and lower body while contracting the abs. This exercise is effective in strengthening abdominal muscles and enhancing core stability.",Normal,30,15,"[""복직근"", ""외복사근"", ""복횡근""]","[""Abs"", ""Obliques"", ""Core""]",4,"[""코어""]",1,20,30,45,0.25,,,,3,1,0,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
523,러시안 트위스트,"러시안 트위스트는 앉은 자세에서 상체를 뒤로 기울이고, 손에 무게를 들고 좌우로 회전하는 운동입니다. 이 운동은 복부의 근육을 강화하고 회전력을 향상시키는 데 도움이 됩니다.","The Russian Twist involves sitting down, leaning back slightly, and rotating the torso from side to side while holding a weight. This exercise strengthens the abdominal muscles and improves rotational strength.",Normal,30,10,"[""복직근"", ""외복사근"", ""내복사근""]","[""Abs"", ""Obliques"", ""Obliques""]",5,"[""코어""]",1,15,20,30,0.31,,,,3,1,0,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
524,롱 암 크런치,"롱 암 크런치는 복부 근육을 강화하는 운동으로, 팔을 머리 뒤로 뻗은 상태에서 상체를 들어 올리는 동작을 반복합니다. 이 운동은 복직근을 집중적으로 자극하여 복부의 힘과 안정성을 향상시킵니다.","The Long Arm Crunch is an exercise that strengthens the abdominal muscles by repeatedly lifting the upper body while extending the arms behind the head. This exercise specifically targets the rectus abdominis, enhancing core strength and stability.",Normal,60,15,"[""복직근"", ""외복사근"", ""복횡근""]","[""Abs"", ""Obliques"", ""Core""]",3.5,"[""코어""]",1,20,30,45,0.21,,,,3,1,0,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
525,리버스 플랭크,리버스 플랭크는 바닥에 앉아 다리를 펴고 손바닥을 바닥에 대고 뒤로 기울어 몸을 지탱하는 운동입니다. 이 자세를 유지하면서 근육을 긴장시키는 것이 중요합니다.,"The reverse plank is an exercise where you sit on the floor with legs extended and palms on the floor behind you, lifting your body to form a straight line. It is crucial to maintain this position while keeping the muscles engaged.",Normal,30,5,"[""대둔근"", ""척추기립근"", ""대퇴이두근""]","[""Glutes"", ""Lower Back"", ""Hamstrings""]",4,"[""하체"", ""코어""]",1,10,15,20,0.25,,,,3,1,0,둘다,,https://www.youtube.com/watch?v=CTACbUBPRDI,
526,프로기 글루트 리프트,"프로기 글루트 리프트는 둔근을 주로 강화하는 운동으로, 바닥에 누워 무릎을 세우고 발바닥을 바닥에 고정한 후 엉덩이를 들어올리면서 둔근과 하체 근육을 사용하는 운동입니다. 이 운동은 둔근의 힘과 안정성을 증가시키는 데 효과적입니다.","The Froggy Glute Lift primarily targets the glutes, involving lying on the floor with knees bent and feet planted, then lifting the hips using the glutes and lower body muscles. This exercise effectively increases strength and stability in the glutes.",Normal,30,12,"[""대둔근"", ""대퇴이두근"", ""척추기립근""]","[""Glutes"", ""Hamstrings"", ""Lower Back""]",5,"[""하체"", ""힙""]",1,15,20,25,0.31,,,,3,1,0,하체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
527,플랭크 잭,"플랭크 잭은 플랭크 자세를 유지하면서 다리를 점프잭처럼 벌리고 모으는 동작을 반복하는 운동입니다. 이 운동은 복부 근육을 강화하고, 심박수를 높여 유산소 운동 효과도 제공합니다.","Plank jacks involve maintaining a plank position while simultaneously jumping the legs in and out like jumping jacks. This exercise strengthens the abdominal muscles and increases heart rate, providing aerobic benefits.",Normal,20,10,"[""복직근"", ""복횡근"", ""외복사근""]","[""Abs"", ""Core"", ""Obliques""]",5,"[""코어""]",1,15,20,30,0.31,,,,3,1,0,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
